School, Room, Asset, Serial Number, Model, Physical Status, Assignment Status
Fremont,6,6196,0UG99FCF226768,Samsung Chromebook,Good,None
Fremont,3,5544,HY3A91ND727206,Samsung Chromebook,Damaged,None
Fremont,6,5538,HY3A91KD746299,Samsung Chromebook,Good,None
Fremont,3,5547,HY3A91ND726907,Samsung Chromebook,Damaged,None
Fremont,6,5537,HY3A91KD745833,Samsung Chromebook,Good,None
Fremont,3,5545,HY3A91ND727007,Samsung Chromebook,Damaged,None
Fremont,3,5690,HY3A91BF203918,Samsung Chromebook,Damaged,None
Fremont,6,5548,HY3A91ND726959,Samsung Chromebook,Good,None
Fremont,6,6162,HY3A91AF415415,Samsung Chromebook,Good,None
Fremont,6,5530,HY3A91ND727303,Samsung Chromebook,Good,None
Fremont,3,5553,HY3A91ND726974,Samsung Chromebook,Damaged,None
Fremont,3,5821,HY3A91ND727110,Samsung Chromebook,Damaged,None
Fremont,3,5534,HY3A91KD746014,Samsung Chromebook,Damaged,None
Fremont,6,5524,HY3A91ND727109,Samsung Chromebook,Good,None
Fremont,6,5635,HY3A91AF209917,Samsung Chromebook,Good,None
Fremont,6,5541,HY3A91ND726942,Samsung Chromebook,Good,None
Fremont,6,5523,HY3A91ND727371,Samsung Chromebook,Good,None
Fremont,6,5526,HY3A91ND726972,Samsung Chromebook,Good,None
Fremont,6,5539,HY3A91KD746165,Samsung Chromebook,Good,None
Fremont,3,5535,HY3A91KD745876,Samsung Chromebook,Damaged,None
Fremont,3,5556,HY3A91ND727145,Samsung Chromebook,Damaged,None
Fremont,3,5531,HY3A91ND727297,Samsung Chromebook,Damaged,None
Fremont,7,8331,JNMGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8332,94SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8333,32SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8309,5BSGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8310,CNRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8311,8WRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,3536,8057B52,Dell Chromebook 11 (3120),Good,None
Fremont,7,8313,FTRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8322,9TRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8323,D9SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8329,99SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8330,GFNGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8314,17SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8315,BHNGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8316,DRRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8317,JSRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8324,1FNGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8325,JJNGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8326,5TRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8327,72SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8328,F2SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8319,JRRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8320,74SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8321,B4SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8318,F5SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8304,DSRGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8305,GSMGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8306,C5SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,8307,71SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,6723,HY3A91AF609164,Samsung Chromebook,Good,None
Fremont,7,7347,HY3A91GF209659,Samsung Chromebook,Good,None
Fremont,7,8312,60SGB62,Dell Chromebook 11 (3120),Good,None
Fremont,7,3377,1557B52,Dell Chromebook 11 (3120),Good,None
Fremont,24,5723,0UG99FBF104871,Samsung Chromebook,Good,None
Fremont,24,5724,0UG99FBF105154,Samsung Chromebook,Good,None
Fremont,24,5725,0UG99FBF105014,Samsung Chromebook,Good,None
Fremont,24,5819,HY3A91ND726936,Samsung Chromebook,Good,None
Fremont,24,5749,HY3A91AF232172,Samsung Chromebook,Good,None
Fremont,24,5728,HY3A91AF231725,Samsung Chromebook,Good,None
Fremont,24,5729,HY3A91AF232059,Samsung Chromebook,Good,None
Fremont,24,5730,HY3A91AF228661,Samsung Chromebook,Good,None
Fremont,24,5731,HY3A91AF232025,Samsung Chromebook,Good,None
Fremont,24,5732,HY3A91AF232248,Samsung Chromebook,Good,None
Fremont,24,5733,0UG99FBF105027,Samsung Chromebook,Good,None
Fremont,24,5882,HY3A91KD745830,Samsung Chromebook,Good,None
Fremont,24,5735,HY3A91AF232072,Samsung Chromebook,Good,None
Fremont,24,5747,0UG99FBF104807,Samsung Chromebook,Good,None
Fremont,24,5737,HY3A91AF232226,Samsung Chromebook,Good,None
Fremont,24,5739,HY3A91AF232199,Samsung Chromebook,Good,None
Fremont,24,6190,0UG99FDF209286,Samsung Chromebook,Good,None
Fremont,24,5742,HY3A91AF232117,Samsung Chromebook,Good,None
Fremont,24,6671,HY3A91BF608788,Samsung Chromebook,Good,None
Fremont,24,5744,HY3A91AF227850,Samsung Chromebook,Good,None
Fremont,24,5776,HY3A91KD509232,Samsung Chromebook,Good,None
Fremont,24,5746,HY3A91AF232102,Samsung Chromebook,Good,None
Fremont,24,5738,HY3A91AF231392,Samsung Chromebook,Good,None
Fremont,24,5750,HY3A91GF301444,Samsung Chromebook,Good,None
Fremont,24,5751,HY3A91AF232095,Samsung Chromebook,Good,None
Fremont,24,5752,HY3A91GF301448,Samsung Chromebook,Good,None
Fremont,16,5551,HY3A91ND727130,Samsung Chromebook,Good,None
Fremont,16,2872,HY3A91JD701219,Samsung Chromebook,Good,None
Fremont,16,6319,HY3A91BF410648,Samsung Chromebook,Good,None
Fremont,16,6331,HY3A91AF415510,Samsung Chromebook,Good,None
Fremont,16,6348,HY3A91AF415373,Samsung Chromebook,Good,None
Fremont,16,3202,J1ZP952,Dell Chromebook 11 (3120),Good,None
Fremont,16,2875,HY3A91MD746024,Samsung Chromebook,Good,None
Fremont,16,6327,HY3A91AF415432,Samsung Chromebook,Good,None
Fremont,16,5552,HY3A91ND726894,Samsung Chromebook,Good,None
Fremont,16,5748,HY3A91AF232071,Samsung Chromebook,Good,None
Fremont,16,5525,HY3A91ND727362,Samsung Chromebook,Good,None
Fremont,16,5966,HY3A91MD745894,Samsung Chromebook,Good,None
Fremont,16,5701,HY3A91GF207450,Samsung Chromebook,Good,None
Fremont,16,6220,0UG99FCF226942,Samsung Chromebook,Good,None
Fremont,13,6770,HY3A91AF609440,Samsung Chromebook,Good,None
Fremont,13,6328,HY3A91AF415315,Samsung Chromebook,Good,None
Fremont,13,6277,0UG99FCF226878,Samsung Chromebook,Good,None
Fremont,13,6260,0UG99FBF226782,Samsung Chromebook,Good,None
Fremont,3,6208,HY3A91BF217108,Samsung Chromebook,Good,None
Fremont,13,6366,HY3A91BF411034,Samsung Chromebook,Good,None
Fremont,13,6305,0UG99FCF227218,Samsung Chromebook,Good,None
Fremont,13,6853,HY3A91AF609180,Samsung Chromebook,Good,None
Fremont,13,6724,HY3A91AF609184,Samsung Chromebook,Good,None
Fremont,13,6219,HY3A91AF415877,Samsung Chromebook,Good,None
Fremont,13,6337,HY3A91AF221331,Samsung Chromebook,Good,None
Fremont,13,6261,HY3A91AF415611,Samsung Chromebook,Good,None
Fremont,13,6278,HY3A91AF415525,Samsung Chromebook,Good,None
Fremont,13,6326,HY3A91AF412593,Samsung Chromebook,Good,None
Fremont,13,6399,HY3A91BF411096,Samsung Chromebook,Good,None
Fremont,13,6360,0UG99FDF209645,Samsung Chromebook,Good,None
Fremont,13,6253,HY3A91AF415609,Samsung Chromebook,Good,None
Fremont,13,6182,0UG99FBF226906,Samsung Chromebook,Good,None
Fremont,13,7020,HY3A91BF609047,Samsung Chromebook,Good,None
Fremont,13,6406,HY3A91AF415316,Samsung Chromebook,Good,None
Fremont,13,6369,HY3A91AF221555,Samsung Chromebook,Good,None
Fremont,13,7151,0UG99FBF600260,Samsung Chromebook,Good,None
Fremont,13,6311,HY3A91AF415438,Samsung Chromebook,Good,None
Fremont,13,6408,HY3A91AF415642,Samsung Chromebook,Good,None
Fremont,13,6387,HY3A91AF415439,Samsung Chromebook,Good,None
Fremont,13,6321,HY3A91BF410897,Samsung Chromebook,Good,None
Fremont,13,6288,HY3A91AF415651,Samsung Chromebook,Good,None
Fremont,12,7335,HY3A91GF209506,Samsung Chromebook,Good,None
Fremont,12,5636,HY3A91AF209945,Samsung Chromebook,Good,None
Fremont,12,7336,HY3A91HF212584,Samsung Chromebook,Good,None
Fremont,12,6233,0UG99FCF226866,Samsung Chromebook,Good,None
Fremont,12,7301,HY3A91GF209620,Samsung Chromebook,Good,None
Fremont,12,7300,HY3A91GF209622,Samsung Chromebook,Good,None
Fremont,12,7342,HY3A91HF212526,Samsung Chromebook,Good,None
Fremont,12,7337,HY3A91HF212546,Samsung Chromebook,Good,None
Fremont,12,6177,0UG99FBF226813,Samsung Chromebook,Good,None
Fremont,12,7321,HY3A91GF209455,Samsung Chromebook,Good,None
Fremont,12,7322,HY3A91GF209663,Samsung Chromebook,Good,None
Fremont,12,7350,HY3A91HF212483,Samsung Chromebook,Good,None
Fremont,12,7332,HY3A91GF209609,Samsung Chromebook,Good,None
Fremont,12,7349,HY3A91GF208801,Samsung Chromebook,Good,None
Fremont,12,7340,HY3A91GF208530,Samsung Chromebook,Good,None
Fremont,12,7343,HY3A91AF234146,Samsung Chromebook,Good,None
Fremont,12,7339,HY3A91HF212489,Samsung Chromebook,Good,None
Fremont,12,7323,HY3A91GF209634,Samsung Chromebook,Good,None
Fremont,12,7351,HY3A91GF209537,Samsung Chromebook,Good,None
Fremont,12,7728,HY3A91HF713767,Samsung Chromebook,Good,None
Fremont,12,7334,HY3A91HF212590,Samsung Chromebook,Good,None
Fremont,12,7348,HY3A91HF212598,Samsung Chromebook,Good,None
Fremont,12,7346,HY3A91GF209671,Samsung Chromebook,Good,None
Fremont,12,7354,HY3A91HF212593,Samsung Chromebook,Good,None
Fremont,12,7331,HY3A91GF209662,Samsung Chromebook,Good,None
Fremont,12,7345,HY3A91GF209322,Samsung Chromebook,Good,None
Fremont,12,7352,HY3A91HF212528,Samsung Chromebook,Good,None
Fremont,12,7324,HY3A91GF209545,Samsung Chromebook,Good,None
Fremont,10,6304,0UG99FCF226921,Samsung Chromebook,Good,None
Fremont,3,6247,0UG99FCF227536,Samsung Chromebook,Damaged,None
Fremont,3,6213,HY3A91AF415528,Samsung Chromebook,Damaged,None
Fremont,3,6198,0UG99FCF231740,Samsung Chromebook,Damaged,None
Fremont,10,6178,HY3A91AF415181,Samsung Chromebook,Good,None
Fremont,10,6241,HY3A91BF214876,Samsung Chromebook,Good,None
Fremont,10,7965,HY3A91ND726917,Samsung Chromebook,Good,None
Fremont,10,6302,0UG99FCF226844,Samsung Chromebook,Good,None
Fremont,10,6184,0UG99FCF226840,Samsung Chromebook,Good,None
Fremont,10,6376,HY3A91AF415324,Samsung Chromebook,Good,None
Fremont,10,6204,0UG99FCF227354,Samsung Chromebook,Good,None
Fremont,10,6304,0UG99FCF226921,Samsung Chromebook,Good,None
Fremont,10,6207,0UG99FCF227645,Samsung Chromebook,Good,None
Fremont,10,6307,HY3A91AF415462,Samsung Chromebook,Good,None
Fremont,10,6812,HY3A91BF608813,Samsung Chromebook,Good,None
Fremont,10,6292,HY3A91AF415197,Samsung Chromebook,Good,None
Fremont,10,6221,0UG99FCF226793,Samsung Chromebook,Good,None
Fremont,10,7591,HY3A91AF415122,Samsung Chromebook,Good,None
Fremont,10,7741,0UG99FCF231637,Samsung Chromebook,Good,None
Fremont,10,6262,HY3A91AF412803,Samsung Chromebook,Good,None
Fremont,10,6390,HY3A91AF415397,Samsung Chromebook,Good,None
Fremont,10,6248,0UG99FCF227533,Samsung Chromebook,Good,None
Fremont,10,6402,0UG99FBF226872,Samsung Chromebook,Good,None
Fremont,10,6297,HY3A91AF415195,Samsung Chromebook,Good,None
Fremont,10,6257,HY3A91AF415452,Samsung Chromebook,Good,None
Fremont,9,5762,HY3A91AF232143,Samsung Chromebook,Good,None
Fremont,9,6349,HY3A91AF415522,Samsung Chromebook,Good,None
Fremont,9,6159,HY3A91AF413081,Samsung Chromebook,Good,None
Fremont,9,6245,0UG99FCF226820,Samsung Chromebook,Good,None
Fremont,9,5630,HY3A91BF203640,Samsung Chromebook,Good,None
Fremont,9,6333,HY3A91BF411014,Samsung Chromebook,Good,None
Fremont,9,6228,0UG99FCF231661,Samsung Chromebook,Good,None
Fremont,9,5873,HY3A91KD745826,Samsung Chromebook,Good,None
Fremont,9,6344,HY3A91AF415450,Samsung Chromebook,Good,None
Fremont,3,6306,HY3A91AF416017,Samsung Chromebook,Damaged,None
Fremont,9,7344,HY3A91GF209553,Samsung Chromebook,Good,None
Fremont,9,6215,0UG99FCF227715,Samsung Chromebook,Good,None
Fremont,9,6168,HY3A91BF411300,Samsung Chromebook,Good,None
Fremont,9,6211,HY3A91AF415383,Samsung Chromebook,Good,None
Fremont,9,6293,HY3A91HF202842,Samsung Chromebook,Good,None
Fremont,9,6171,HY3A91AF415275,Samsung Chromebook,Good,None
Fremont,9,6746,HY3A91AF609169,Samsung Chromebook,Good,None
Fremont,9,6243,0UG99FBF226800,Samsung Chromebook,Good,None
Fremont,9,6404,HY3A91AF416046,Samsung Chromebook,Good,None
Fremont,9,6343,HY3A91AF415358,Samsung Chromebook,Good,None
Fremont,9,6345,HY3A91AF415340,Samsung Chromebook,Good,None
Fremont,9,6356,0UG99FCF226925,Samsung Chromebook,Good,None
Fremont,9,6282,0UG99FCF231802,Samsung Chromebook,Good,None
Fremont,9,6350,HY3A91AF415110,Samsung Chromebook,Good,None
Fremont,9,6255,0UG99FCF227513,Samsung Chromebook,Good,None
Fremont,9,5899,HY3A91TD630493,Samsung Chromebook,Good,None
Fremont,9,6386,HY3A91AF415379,Samsung Chromebook,Good,None
Fremont,8,2729,HY3A91ND727257,Samsung Chromebook,Good,None
Fremont,8,5560,HY3A91TD630309,Samsung Chromebook,Good,None
Fremont,8,5965,HY3A91MD746178,Samsung Chromebook,Good,None
Fremont,8,2857,HY3A91MD746151,Samsung Chromebook,Good,None
Fremont,8,3097,HY3A91MD746138,Samsung Chromebook,Good,None
Fremont,8,2859,HY3A91MD746196,Samsung Chromebook,Good,None
Fremont,8,5955,HY3A91MD746166,Samsung Chromebook,Good,None
Fremont,8,2746,HY3A91ND212229,Samsung Chromebook,Good,None
Fremont,8,5652,HY3A91AF209944,Samsung Chromebook,Good,None
Fremont,8,2858,HY3A91JD700734,Samsung Chromebook,Good,None
Fremont,8,5689,HY3A91BF203709,Samsung Chromebook,Good,None
Fremont,8,3096,HY3A91MD746062,Samsung Chromebook,Good,None
Fremont,8,2721,HY3A91MD745971,Samsung Chromebook,Good,None
Fremont,8,3100,HY3A91MD745769,Samsung Chromebook,Good,None
Fremont,8,5969,HY3A91MD746148,Samsung Chromebook,Good,None
Fremont,8,3099,HY3A91KD739892,Samsung Chromebook,Good,None
Fremont,8,2724,HY3A91MD746172,Samsung Chromebook,Good,None
Fremont,8,5970,HY3A91JD701313,Samsung Chromebook,Good,None
Fremont,8,7594,HY3A91JD701240,Samsung Chromebook,Good,None
Fremont,8,5953,HY3A91ND727156,Samsung Chromebook,Good,None
Fremont,8,2723,HY3A91JD701295,Samsung Chromebook,Good,None
Fremont,8,3098,HY3A91MD745794,Samsung Chromebook,Good,None
Fremont,8,5959,HY3A91MD746046,Samsung Chromebook,Good,None
Fremont,8,7007,HY3A91AF604424,Samsung Chromebook,Good,None
Fremont,8,5958,HY3A91MD746142,Samsung Chromebook,Good,None
Fremont,8,5954,HY3A91MD745988,Samsung Chromebook,Good,None
Fremont,8,5968,HY3A91MD745826,Samsung Chromebook,Good,None
Fremont,8,5657,HY3A91AF209953,Samsung Chromebook,Good,None
Fremont,8,5964,HY3A91MD746218,Samsung Chromebook,Good,None
Fremont,8,3101,HY3A91MD746167,Samsung Chromebook,Good,None
Fremont,3,2725,HY3A91MD746147,Samsung Chromebook,Damaged,None
Fremont,18,3782,G5NXCX00A684186,ASUS Chromebook C202SA,Good,None
Fremont,18,3789,G5NXCX00214118C,ASUS Chromebook C202SA,Good,None
Fremont,18,3790,G5NXCX002117189,ASUS Chromebook C202SA,Good,None
Fremont,18,3791,G5NXCX00208018E,ASUS Chromebook C202SA,Good,None
Fremont,18,7955,G5NXCX00N927185,ASUS Chromebook C202SA,Good,None
Fremont,18,3792,G5NXCX002114184,ASUS Chromebook C202SA,Good,None
Fremont,18,3813,G4NXCX030836176,ASUS Chromebook C202SA,Good,None
Fremont,18,3779,G5NXCX00207618F,ASUS Chromebook C202SA,Good,None
Fremont,18,3774,G5NXCX00205618D,ASUS Chromebook C202SA,Good,None
Fremont,18,3799,G3NXCX01E480139,ASUS Chromebook C202SA,Good,None
Fremont,18,3797,G5NXCX00213218D,ASUS Chromebook C202SA,Good,None
Fremont,18,3777,G5NXCX00204018B,ASUS Chromebook C202SA,Good,None
Fremont,18,3778,G5NXCX00208318A,ASUS Chromebook C202SA,Good,None
Fremont,18,3809,G5NXCX00202918C,ASUS Chromebook C202SA,Good,None
Fremont,18,3798,G4NXCX02Z27117A,ASUS Chromebook C202SA,Good,None
Fremont,18,3775,G5NXCX002060183,ASUS Chromebook C202SA,Good,None
Fremont,18,3795,G5NXCX002142189,ASUS Chromebook C202SA,Good,None
Fremont,18,3780,G5NXCX000682182,ASUS Chromebook C202SA,Good,None
Fremont,18,3796,G5NXCX00213018F,ASUS Chromebook C202SA,Good,None
Fremont,18,3794,G5NXCX002136185,ASUS Chromebook C202SA,Good,None
Fremont,18,3807,G5NXCX002183188,ASUS Chromebook C202SA,Good,None
Fremont,18,3783,G5NXCX002145188,ASUS Chromebook C202SA,Good,None
Fremont,18,3814,G5NXCX00202118D,ASUS Chromebook C202SA,Good,None
Fremont,18,3769,G5NXCX00K135185,ASUS Chromebook C202SA,Good,None
Fremont,18,3788,G5NXCX002144187,ASUS Chromebook C202SA,Good,None
Fremont,18,3753,G5NXCX000480188,ASUS Chromebook C202SA,Good,None
Fremont,18,8700,G5NXCX042515213,ASUS Chromebook C202SA,Good,None
Fremont,18,3784,G4NXCX02Y869173,ASUS Chromebook C202SA,Good,None
Fremont,18,3808,G5NXCX00203318D,ASUS Chromebook C202SA,Good,None
Fremont,18,3770,G5NXCX00397018C,ASUS Chromebook C202SA,Good,None
Fremont,18,3787,G4NXCX02Y69917A,ASUS Chromebook C202SA,Good,None
Fremont,18,3810,G5NXCX00204418A,ASUS Chromebook C202SA,Good,None
Fremont,18,3811,G5NXCX002097184,ASUS Chromebook C202SA,Good,None
Fremont,18,3812,G3NXCX01D954138,ASUS Chromebook C202SA,Good,None
Malaga,1,6264,HY3A91AF412931,Samsung Chromebook,Good,None
Malaga,1,6271,HY3A91AF415417,Samsung Chromebook,Good,None
Malaga,1,5466,HY3A91JD704481,Samsung Chromebook,Good,None
Malaga,1,6280,HY3A91BF411253,Samsung Chromebook,Good,None
Malaga,1,6256,HY3A91AF415626,Samsung Chromebook,Good,None
Malaga,1,5484,HY3A91JD703777,Samsung Chromebook,Good,None
Malaga,1,6252,HY3A91AF415741,Samsung Chromebook,Good,None
Malaga,1,5477,HY3A91JD704374,Samsung Chromebook,Good,None
Malaga,1,6397,HY3A91BF411001,Samsung Chromebook,Good,None
Malaga,1,6275,0UG99FCF226801,Samsung Chromebook,Good,None
Malaga,3,8389,NXEF2AA00255301F787600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8398,NXEF2AA00255301FC27600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8390,NXEF2AA002553017507600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8397,NXEF2AA00252806EF17600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8388,NXEF2AA0025530201B7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8404,NXEF2AA00252806EE87600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8394,NXEF2AA00255301FA87600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8396,NXEF2AA00255301FB77600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8393,NXEF2AA00255301F8F7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8403,NXEF2AA0025530198E7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8386,NXEF2AA00255301FE57600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8401,NXEF2AA00252806F027600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8400,NXEF2AA00252806EA57600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8391,NXEF2AA00255301FC57600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8402,NXEF2AA00252806E747600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8395,NXEF2AA00255301FAC7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8385,NXEF2AA00255301F6C7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8399,NXEF2AA00255301F997600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8392,NXEF2AA002553024DB7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8387,NXEF2AA0025530201E7600,Acer Chromebook 11 (C740),Good,None
Malaga,3,8853,H3NXCX01L459139,ASUS Chromebook C202SA,Good,None
Malaga,3,8855,H3NXCX01L49813D,ASUS Chromebook C202SA,Good,None
Malaga,3,8848,H3NXCX01E003138,ASUS Chromebook C202SA,Good,None
Malaga,3,8852,H3NXCX01L60113A,ASUS Chromebook C202SA,Good,None
Malaga,3,8844,H3NXCX01K16613G,ASUS Chromebook C202SA,Good,None
Malaga,3,8851,H3NXCX01L585139,ASUS Chromebook C202SA,Good,None
Malaga,3,8845,H3NXCX01F71613B,ASUS Chromebook C202SA,Good,None
Malaga,3,8843,H3NXCX01E30313D,ASUS Chromebook C202SA,Good,None
Malaga,3,8856,H3NXCX01L396137,ASUS Chromebook C202SA,Good,None
Malaga,3,8847,H3NXCX01K141135,ASUS Chromebook C202SA,Good,None
Malaga,3,8846,H3NXCX01L611139,ASUS Chromebook C202SA,Good,None
Malaga,3,8854,H3NXCX01L60813B,ASUS Chromebook C202SA,Good,None
Malaga,3,8842,H3NXCX01J24413E,ASUS Chromebook C202SA,Good,None
Malaga,3,8850,H3NXCX01L481139,ASUS Chromebook C202SA,Good,None
Malaga,3,8849,H3NXCX01L47313B,ASUS Chromebook C202SA,Good,None
Malaga,3,5609,HY3A91AF209772,Samsung Chromebook,Good,None
Malaga,3,5608,HY3A91AF209985,Samsung Chromebook,Good,None
Malaga,3,5613,HY3A91BF204082,Samsung Chromebook,Good,None
Malaga,3,5606,HY3A91AF209869,Samsung Chromebook,Good,None
Malaga,3,5603,HY3A91AF209949,Samsung Chromebook,Good,None
Malaga,3,5618,HY3A91BF204035,Samsung Chromebook,Good,None
Malaga,3,5607,HY3A91AF209766,Samsung Chromebook,Good,None
Malaga,3,5626,HY3A91BF203920,Samsung Chromebook,Good,None
Malaga,3,5614,HY3A91AF209104,Samsung Chromebook,Good,None
Malaga,3,5616,HY3A91AF210072,Samsung Chromebook,Good,None
Malaga,3,5622,HY3A91AF210066,Samsung Chromebook,Good,None
Malaga,3,5612,HY3A91AF209939,Samsung Chromebook,Good,None
Malaga,3,5604,HY3A91AF208835,Samsung Chromebook,Good,None
Malaga,3,5615,HY3A91AF209940,Samsung Chromebook,Good,None
Malaga,3,5624,HY3A91AF209092,Samsung Chromebook,Good,None
Malaga,3,5620,HY3A91BF203893,Samsung Chromebook,Good,None
Malaga,3,5619,HY3A91BF203915,Samsung Chromebook,Good,None
Malaga,3,5602,HY3A91BF203925,Samsung Chromebook,Good,None
Malaga,3,5605,HY3A91AF209791,Samsung Chromebook,Good,None
Malaga,3,5611,HY3A91AF209742,Samsung Chromebook,Good,None
Malaga,3,5621,HY3A91AF209624,Samsung Chromebook,Good,None
Malaga,3,5623,HY3A91AF209916,Samsung Chromebook,Good,None
Malaga,3,5490,HY3A91JD704352,Samsung Chromebook,Good,None
Malaga,6,7309,HY3A91HF212508,Samsung Chromebook,Good,None
Malaga,6,7327,HY3A91GF208536,Samsung Chromebook,Good,None
Malaga,6,7303,HY3A91GF209617,Samsung Chromebook,Good,None
Malaga,6,7315,HY3A91GF209398,Samsung Chromebook,Good,None
Malaga,6,7317,HY3A91GF209669,Samsung Chromebook,Good,None
Malaga,6,7326,HY3A91HF212459,Samsung Chromebook,Good,None
Malaga,6,7302,HY3A91HF212523,Samsung Chromebook,Good,None
Malaga,6,7318,HY3A91GF209350,Samsung Chromebook,Good,None
Malaga,6,7305,HY3A91GF209475,Samsung Chromebook,Good,None
Malaga,6,7330,HY3A91GF209500,Samsung Chromebook,Good,None
Malaga,6,7313,HY3A91HF212583,Samsung Chromebook,Good,None
Malaga,6,7312,HY3A91HF212561,Samsung Chromebook,Good,None
Malaga,6,7328,HY3A91HF212437,Samsung Chromebook,Good,None
Malaga,6,7306,HY3A91GF209377,Samsung Chromebook,Good,None
Malaga,6,7320,HY3A91GF209676,Samsung Chromebook,Good,None
Malaga,6,7329,HY3A91HF212499,Samsung Chromebook,Good,None
Malaga,6,7308,HY3A91GF209645,Samsung Chromebook,Good,None
Malaga,6,7304,HY3A91GF209282,Samsung Chromebook,Good,None
Malaga,6,7310,HY3A91HF212472,Samsung Chromebook,Good,None
Malaga,6,7319,HY3A91GF209300,Samsung Chromebook,Good,None
Malaga,6,7311,HY3A91HF212434,Samsung Chromebook,Good,None
Malaga,6,7307,HY3A91GF209465,Samsung Chromebook,Good,None
Malaga,6,7325,HY3A91HF212470,Samsung Chromebook,Good,None
Malaga,6,7316,HY3A91GF209212,Samsung Chromebook,Good,None
Malaga,7,5461,HY3A91JD704132,Samsung Chromebook,Good,None
Malaga,7,5479,HY3A91ND726872,Samsung Chromebook,Good,None
Malaga,7,5473,HY3A91JD704209,Samsung Chromebook,Good,None
Malaga,7,5460,HY3A91JD704486,Samsung Chromebook,Good,None
Malaga,7,5462,HY3A91JD704571,Samsung Chromebook,Good,None
Malaga,7,5470,HY3A91JD704139,Samsung Chromebook,Good,None
Malaga,7,5980,HY3A91JD704124,Samsung Chromebook,Good,None
Malaga,7,5965,HY3A91MD746178,Samsung Chromebook,Good,None
Malaga,7,5491,HY3A91JD704339,Samsung Chromebook,Good,None
Malaga,7,5480,HY3A91JD704134,Samsung Chromebook,Good,None
Malaga,7,5458,HY3A91JD704451,Samsung Chromebook,Good,None
Malaga,7,5493,HY3A91JD704197,Samsung Chromebook,Good,None
Malaga,7,5482,HY3A91JD704300,Samsung Chromebook,Good,None
Malaga,7,5467,HY3A91JD704271,Samsung Chromebook,Good,None
Malaga,7,5489,HY3A91JD704547,Samsung Chromebook,Good,None
Malaga,7,5470,HY3A91JD704139,Samsung Chromebook,Good,None
Malaga,7,5464,HY3A91JD704464,Samsung Chromebook,Good,None
Malaga,7,5462,HY3A91JD704571,Samsung Chromebook,Good,None
Malaga,7,5483,HY3A91JD704436,Samsung Chromebook,Good,None
Malaga,7,5485,HY3A91ND726876,Samsung Chromebook,Good,None
Malaga,7,5476,HY3A91JD704141,Samsung Chromebook,Good,None
Malaga,8,6354,HY3A91AF415769,Samsung Chromebook,Good,None
Malaga,8,6303,0UG99FCF226905,Samsung Chromebook,Good,None
Malaga,8,6367,HY3A91BF410912,Samsung Chromebook,Good,None
Malaga,8,6235,0UG99FCF227581,Samsung Chromebook,Good,None
